range_start,range_end,journal,volume,issue,issue_heading,published_date,title,authors,score,priority,lab_relevance,themes,matched_groups,matched_terms,doi,url,review_o,review_x,training_label,reviewer_notes,abstract
all-time,current,Journal of Clinical Investigation,136,6,"Volume 136, Issue 6, Mar 2026",2026-03-16,T cell–intrinsic VISTA expression promotes resistance to CTLA-4 blockade by restricting CD8+ T cell responses,"Cassandra Gilmour, Elizabeth DeLaney, ..., Li Lily Wang",18.0,Must read,3,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: T cell,10.1172/jci195668,https://doi.org/10.1172/jci195668,,,,,
all-time,current,Journal of Clinical Investigation,136,6,"Volume 136, Issue 6, Mar 2026",2026-03-16,BM-derived mesenchymal stem cell microvesicles protect enteric neural precursor cells and alleviate diabetes-associated enteric neuropathy,"Huiying Shi, Hailing Yao, ..., Rong Lin",12.0,Worth scanning,2,Liver metabolism / MASLD,core_disease_context,core_disease_context: diabetes,10.1172/jci192437,https://doi.org/10.1172/jci192437,,,,,
all-time,current,Journal of Clinical Investigation,136,6,"Volume 136, Issue 6, Mar 2026",2026-03-16,Women’s midlife: the front line of Alzheimer prevention,Lisa Mosconi,2.0,Not relevant,0,,,,10.1172/jci199832,https://doi.org/10.1172/jci199832,,,,,
all-time,current,Journal of Clinical Investigation,136,6,"Volume 136, Issue 6, Mar 2026",2026-03-16,"Short-term sleep restriction in humans alters diurnal circulating metabolite profiles, including those of microbial origin","Vanessa A. Leone, Katya Frazier, ..., Erin C. Hanlon",2.0,Not relevant,0,,,,10.1172/jci189363,https://doi.org/10.1172/jci189363,,,,,
all-time,current,Journal of Clinical Investigation,136,6,"Volume 136, Issue 6, Mar 2026",2026-03-16,Mismatch repair deficiency reshapes glioblastoma through immune suppression rather than hypermutation,"Andrew Li, Thomas K. Sears, Craig M. Horbinski",2.0,Not relevant,0,,,,10.1172/jci203730,https://doi.org/10.1172/jci203730,,,,,
all-time,current,Journal of Clinical Investigation,136,6,"Volume 136, Issue 6, Mar 2026",2026-03-16,Decoding neurodegeneration one cell at a time,"Olivia Gautier, Thao P. Nguyen, Aaron D. Gitler",2.0,Not relevant,0,,,,10.1172/jci199841,https://doi.org/10.1172/jci199841,,,,,
all-time,current,Journal of Clinical Investigation,136,9,"Volume 136, Issue 9, Mar 2026",2026-03-12,A CD138+ tumor-associated macrophage/Siglec-F+ neutrophil feed-forward loop promotes immune evasion in pancreatic cancer,"Chao Wang, Qi Zhang, ..., Tingbo Liang",7.0,Archive only,1,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: macrophage,10.1172/jci199516,https://doi.org/10.1172/jci199516,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Mar 2026",2026-03-12,Inhibiting LSD1 unlocks retinoid AP-1 programming to activate epithelial immunity and skin tumor suppression,"Nina Kuprasertkul, Alyssa F. Moore, ..., Brian C. Capell",2.0,Not relevant,0,,,,10.1172/jci189044,https://doi.org/10.1172/jci189044,,,,,
all-time,current,Journal of Clinical Investigation,136,9,"Volume 136, Issue 9, Mar 2026",2026-03-10,Impaired glycosylation promotes rapid transition to hepatocellular carcinoma in model of diet-induced steatotic liver disease,"Abhishek K. Singh, Balkrishna Chaube, ..., William C. Sessa",22.0,Must read,3,Liver metabolism / MASLD,liver_axis,"liver_axis: liver, steatotic liver disease",10.1172/jci197719,https://doi.org/10.1172/jci197719,,,,,
all-time,current,Journal of Clinical Investigation,136,9,"Volume 136, Issue 9, Mar 2026",2026-03-10,The liver regulates ectopic calcification in Abcc6-deficient models of pseudoxanthoma elasticum,"Yijie Wang, Baiming Sun, ..., Arjun Deb",12.0,Worth scanning,2,Liver metabolism / MASLD,liver_axis,liver_axis: liver,10.1172/jci193499,https://doi.org/10.1172/jci193499,,,,,
all-time,current,Journal of Clinical Investigation,136,9,"Volume 136, Issue 9, Mar 2026",2026-03-10,Graft-derived VWF drives platelet activation and thrombocytopenia during porcine liver xenotransplantation to brain-dead human recipients,"Liang Zhao, Sokratis A. Apostolidis, ..., Charles S. Abrams",9.0,Archive only,1,Liver metabolism / MASLD,liver_axis,liver_axis: liver,10.1172/jci200800,https://doi.org/10.1172/jci200800,,,,,
all-time,current,Journal of Clinical Investigation,136,10,"Volume 136, Issue 10, Mar 2026",2026-03-10,Spatial single-cell proteotyping reveals immunotherapy-resistant features within the complex tumor microenvironment of metastatic NSCLC,"Kohsuke Isomoto, Koji Haratani, ..., Hidetoshi Hayashi",2.0,Not relevant,0,,,,10.1172/jci195021,https://doi.org/10.1172/jci195021,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Mar 2026",2026-03-06,Tumor cell–derived IFN spatially reprograms osteopontin-enriched macrophage niches to promote PARP inhibitor resistance,"Dan Liu, Kangjia Tao, ..., Qinglei Gao",7.0,Archive only,1,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: macrophage,10.1172/jci199035,https://doi.org/10.1172/jci199035,,,,,
all-time,current,Journal of Clinical Investigation,136,5,"Volume 136, Issue 5, Mar 2026",2026-03-02,Macrophage-rich niches regulate T cell dynamics at the liver invasive margin during gallbladder cancer progression,"Maolan Li, Zhaonan Liu, ..., Yingbin Liu",25.0,Must read,3,Liver metabolism / MASLD; Inflammation / immune regulation,liver_axis; inflammation_immunity,"liver_axis: liver | inflammation_immunity: T cell, macrophage",10.1172/jci193672,https://doi.org/10.1172/jci193672,,,,,
all-time,current,Journal of Clinical Investigation,136,5,"Volume 136, Issue 5, Mar 2026",2026-03-02,Is glucagon action altered in steatotic liver disease?,Raghavendra G. Mirmira,22.0,Must read,3,Liver metabolism / MASLD,liver_axis,"liver_axis: liver, steatotic liver disease",10.1172/jci202425,https://doi.org/10.1172/jci202425,,,,,
all-time,current,Journal of Clinical Investigation,136,5,"Volume 136, Issue 5, Mar 2026",2026-03-02,TLR4 maintains Treg-mediated protection against adverse outcomes in a model of hepatic surgical stress,"Hongji Zhang, Yunwei Zhang, ..., Hui Wang",20.0,Must read,3,Liver metabolism / MASLD; Inflammation / immune regulation,liver_axis; inflammation_immunity,liver_axis: hepatic | inflammation_immunity: Treg,10.1172/jci194607,https://doi.org/10.1172/jci194607,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Feb 2026",2026-02-26,RNA-binding protein LARP6 coordinates hepatic stellate cell activation and liver fibrosis,"Hyun Young Kim, Orel Mizrahi, ..., David A. Brenner",52.0,Must read,3,Liver metabolism / MASLD,liver_axis,"liver_axis: fibrosis, hepatic, hepatic stellate cell, liver, stellate cell",10.1172/jci197923,https://doi.org/10.1172/jci197923,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Feb 2026",2026-02-26,CD38 expression by neonatal human naive CD4+ T cells shapes their distinct metabolic and tolerogenic properties,"Laura R. Dwyer, Andrea M. DeRogatis, ..., Tiffany C. Scharschmidt",10.0,Worth scanning,2,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: T cell,10.1172/jci200062,https://doi.org/10.1172/jci200062,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Feb 2026",2026-02-24,α4 Integrin blockade impairs CD8+ T cell neuroimmune surveillance following SIV infection,"Pabitra B. Pal, Sonny R. Elizaldi, ..., Smita S. Iyer",10.0,Worth scanning,2,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: T cell,10.1172/jci198730,https://doi.org/10.1172/jci198730,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Feb 2026",2026-02-19,Disrupted neurovascular-endocrine coupling in type 1 diabetes with impaired awareness of hypoglycemia,"Pavel Filip, Antonietta Canna, ..., Silvia Mangia",12.0,Worth scanning,2,Liver metabolism / MASLD,core_disease_context,core_disease_context: diabetes,10.1172/jci199725,https://doi.org/10.1172/jci199725,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Feb 2026",2026-02-19,Neuronal SEL1L-HRD1 ER-associated degradation is essential for motor function and survival in mice,"Mauricio Torres, You Lu, ..., Ling Qi",2.0,Not relevant,0,,,,10.1172/jci196819,https://doi.org/10.1172/jci196819,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Feb 2026",2026-02-17,GSDME–IL-18 pyroptotic axis prevents myosteatosis by expanding tissue-resident macrophages to promote muscle regeneration,"Qi Cao, Jian Liu, ..., Pei Wang",22.0,Must read,3,Adipose tissue / adipocyte biology; Single-cell / spatial / atlas,adipose_axis; omics_and_atlas,"adipose_axis: adipogenesis, adipogenic | omics_and_atlas: scRNA-seq",10.1172/jci198076,https://doi.org/10.1172/jci198076,,,,,"Metabolic–inflammatory crosstalk orchestrates muscle repair. Although pyroptosis typically aggravates sterile injury, we demonstrated that GSDME-dependent pyroptotic signaling associated with recruited myeloid cells paradoxically supported regeneration. GSDME expression was induced in postsurgical human muscle injury and murine damage models. Gsdme deficiency delayed functional recovery and exacerbated injury-induced myosteatosis, a pathological form of intramuscular ectopic fat deposition. Time-series and scRNA-seq analyses revealed that GSDME loss shifted the transcriptional program from oxidative metabolism to lipid storage and adipogenesis. Lipidomics confirmed aberrant accumulation of triacylglycerols (TAGs) and sphingolipids in Gsdme -deficient muscle. Single-cell profiling further identified divergent fibro-adipogenic progenitor (FAP) states skewed toward adipogenesis, accompanied by impaired expansion of restorative Lyve1 + Cd163 + Txnip + tissue-resident macrophages (TRMs), as validated by multiplex flow cytometry. Blocking CCR2-dependent monocyte recruitment produced regenerative defects comparable with those caused by Gsdme deficiency. Myeloid-specific Gsdme reintroduction rescued TRM expansion and function and curbed FAP adipogenic reprogramming, whereas FAP-specific expression proved ineffective. Mechanistically, IL-18 downstream of GSDME-dependent signaling engaged KLF4/JUN signaling in TRMs, sustaining their reparative and lipid-clearing capacity. This GSDME–IL-18–TRM axis was compromised in aged muscle, yet exogenous IL-18 reversed myosteatosis and accelerated regeneration. Together, these findings suggest that GSDME-dependent pyroptotic signaling can act as a metabolic checkpoint that sustains TRM-driven lipid homeostasis to support muscle regeneration."
all-time,current,Journal of Clinical Investigation,136,9,"Volume 136, Issue 9, Feb 2026",2026-02-17,A CD57+CD8+ T cell subset links T cell cytotoxicity to fibrotic lung disease in systemic sclerosis,"Takanori Sasaki, Ye Cao, ..., Deepak A. Rao",18.0,Must read,3,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: T cell,10.1172/jci194288,https://doi.org/10.1172/jci194288,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Feb 2026",2026-02-17,Inflammation- and resolution-programmed myeloid circuits govern therapeutic resistance in epithelial and mesenchymal triple-negative breast cancer,"Liqun Yu, Charlotte Rivas, ..., Xiang H.-F. Zhang",10.0,Worth scanning,2,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: inflammation,10.1172/jci198815,https://doi.org/10.1172/jci198815,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Feb 2026",2026-02-17,Galectin-3 mediates lysosome-related inflammation within monocyte-derived macrophages in a mouse model of ischemic brain injury,"Miao Wang, Zhentai Huang, ..., Xiaoming Hu",7.0,Archive only,1,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: inflammation,10.1172/jci194139,https://doi.org/10.1172/jci194139,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Feb 2026",2026-02-17,Colonic Engyodontium fungus triggers neutrophil antimicrobial activity to suppress Lactobacillus johnsonii–derived glutamic acid–maintained Tregs,"Xinying Wang, Haiyang Sun, ..., Ce Tang",2.0,Not relevant,0,,,,10.1172/jci196788,https://doi.org/10.1172/jci196788,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Feb 2026",2026-02-17,Distinct HIF1α and HIF2α functions control skeletal muscle metabolism and erythropoiesis,"Junhyeong Lee, Merc Emil Matienzo, ..., Min-Jung Park",2.0,Not relevant,0,,,,10.1172/jci195411,https://doi.org/10.1172/jci195411,,,,,
all-time,current,Journal of Clinical Investigation,136,7,"Volume 136, Issue 7, Feb 2026",2026-02-17,Pathobiont-triggered induction of goblet cell response drives regional susceptibility to inflammatory bowel disease,"Paige N. Spencer, Monica E. Brown, ..., Ken S. Lau",2.0,Not relevant,0,,,,10.1172/jci201729,https://doi.org/10.1172/jci201729,,,,,
all-time,current,Journal of Clinical Investigation,136,4,"Volume 136, Issue 4, Feb 2026",2026-02-16,Aminopeptidase N: the glucocorticoid gateway linking chronic stress to ferroptosis resistance in liver cancer,"Maowu Luo, Weibo Luo",12.0,Worth scanning,2,Liver metabolism / MASLD,liver_axis,liver_axis: liver,10.1172/jci202410,https://doi.org/10.1172/jci202410,,,,,
all-time,current,Journal of Clinical Investigation,136,4,"Volume 136, Issue 4, Feb 2026",2026-02-16,The science of safety: adverse effects of GLP-1 receptor agonists as glucose-lowering and obesity medications,"Ryan J. Jalleh, Nicholas J. Talley, Michael Horowitz, Michael A. Nauck",12.0,Worth scanning,2,Liver metabolism / MASLD,core_disease_context,core_disease_context: obesity,10.1172/jci194740,https://doi.org/10.1172/jci194740,,,,,
all-time,current,Journal of Clinical Investigation,136,4,"Volume 136, Issue 4, Feb 2026",2026-02-16,Predicting checkpoint inhibitor-associated autoimmune diabetes: prospects and limitations,"Kevan C. Herold, Ana Luisa Perdigoto",12.0,Worth scanning,2,Liver metabolism / MASLD,core_disease_context,core_disease_context: diabetes,10.1172/jci202477,https://doi.org/10.1172/jci202477,,,,,
all-time,current,Journal of Clinical Investigation,136,4,"Volume 136, Issue 4, Feb 2026",2026-02-16,The promise of GLP-1 receptor agonists for neurodegenerative diseases,"Dilan Athauda, Nigel H. Greig, ..., Sonia Gandhi",2.0,Not relevant,0,,,,10.1172/jci194745,https://doi.org/10.1172/jci194745,,,,,
all-time,current,Journal of Clinical Investigation,136,4,"Volume 136, Issue 4, Feb 2026",2026-02-16,Immune correlates of HIV-1 rebound during broadly neutralizing antibody treatment in young children,"Aischa Niesar, Melanie Lancien, ..., Mathias Lichterfeld",2.0,Not relevant,0,,,,10.1172/jci193912,https://doi.org/10.1172/jci193912,,,,,
all-time,current,Journal of Clinical Investigation,136,7,"Volume 136, Issue 7, Feb 2026",2026-02-12,PPARα–NF-κB heterodimer mediates obesity-induced diastolic dysfunction through autocrine production of IL-6,"Shin-ichi Oka, Eun-Ah Sung, ..., Junichi Sadoshima",12.0,Worth scanning,2,Liver metabolism / MASLD,core_disease_context,core_disease_context: obesity,10.1172/jci196238,https://doi.org/10.1172/jci196238,,,,,
all-time,current,Journal of Clinical Investigation,136,7,"Volume 136, Issue 7, Feb 2026",2026-02-12,Variation in antiviral immunity and inflammation pathways precedes HIV-1 infection in a high-risk African cohort,"Mwikali Kioko, Shaban Mwangi, ..., Abdirahman I. Abdi",10.0,Worth scanning,2,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: inflammation,10.1172/jci195172,https://doi.org/10.1172/jci195172,,,,,
all-time,current,Journal of Clinical Investigation,136,7,"Volume 136, Issue 7, Feb 2026",2026-02-12,Mutated FGFR1 is an oncogenic driver and therapeutic target in high-risk neuroblastoma,"Lisa Werr, Jana Boland, ..., Matthias Fischer",6.0,Archive only,1,Cell targeting / therapy,therapy_translation,therapy_translation: therapeutic target,10.1172/jci189152,https://doi.org/10.1172/jci189152,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Feb 2026",2026-02-10,Carriage of rare APOB variants predisposes to severe steatotic liver disease and hepatocellular carcinoma,"Matteo Mureddu, Serena Pelusi, ..., Luca VC Valenti",22.0,Must read,3,Liver metabolism / MASLD,liver_axis,"liver_axis: liver, steatotic liver disease",10.1172/jci201762,https://doi.org/10.1172/jci201762,,,,,
all-time,current,Journal of Clinical Investigation,136,7,"Volume 136, Issue 7, Feb 2026",2026-02-10,Proteogenomic characterization of cervical cancer identifies molecular subtypes predictive of clinical outcomes and subtype-specific targets,"Xun Tian, Mansheng Li, ..., Zheng Hu",2.0,Not relevant,0,,,,10.1172/jci199497,https://doi.org/10.1172/jci199497,,,,,
